Event	ID	Name			Wwise Object Path	Notes
	55012563	Harpoon_Hit_Wood_Bounce			\Player\Harpoon\Harpoon_Hit_Wood_Bounce	
	357436322	Crate_Dragging			\Game\Puzzle\Crate_Dragging	
	408719460	Pressurized_Air			\Game\Puzzle\Pressurized_Air	
	428938660	Harpoon_Retract			\Player\Harpoon\Harpoon_Retract	
	451533932	Pressure_Plate_Down			\Game\Puzzle\Pressure_Plate_Down	
	526458966	Pressur_Plate_Up			\Game\Puzzle\Pressur_Plate_Up	
	626061955	Menu_Ambiance			\Menu\Menu_Ambiance	
	728789488	Harpoon_Hit_Metal			\Player\Harpoon\Harpoon_Hit_Metal	
	733168346	Game_Start			\Menu\Game_Start	
	799024895	Heart_Rate_Monitor			\Game\Other\Heart_Rate_Monitor	
	902506537	Sonar_Ping			\Game\Other\Sonar_Ping	
	949954721	Lamps_Flickering			\Game\Other\Lamps_Flickering	
	1111651631	Big_Fan			\Game\Other\Big_Fan	
	1279314012	Harpoon_Hit_Wood			\Player\Harpoon\Harpoon_Hit_Wood	
	2170009975	Menu_Pause			\Menu\Menu_Pause	
	2319975221	Harpoon_Fire			\Player\Harpoon\Harpoon_Fire	
	2394582229	Player_Dash			\Player\Player_Dash	
	2518616252	Elevator_Moving			\Game\Other\Elevator_Moving	
	2677625726	Crate_Landing			\Game\Puzzle\Crate_Landing	
	2684797902	Menu_Nav			\Menu\Menu_Nav	
	2698747613	Button_Press			\Player\Button_Press	
	3063554414	Menu_Back			\Menu\Menu_Back	
	3298597416	Gate_Closing_Small			\Game\Gate\Gate_Closing_Small	
	3582444375	Gate_Closing_Big			\Game\Gate\Gate_Closing_Big	
	3984496399	M8_TakeDamage			\NPC\M8\M8_TakeDamage	
	4046753069	Menu_Confirm			\Menu\Menu_Confirm	

Effect plug-ins	ID	Name	Type				Notes
	234105257	LDI_Big_Fan_Spinning	Y:\Documents\GitHub\Seacret\Seacret_WwiseProject\.cache\Windows\SFX\LDI_Big_Fan_Spinning_4B4A429F.wem		\Actor-Mixer Hierarchy\Game\Misc\LDI_Big_Fan_Spinning		3949808
	249225683	Character_Harpoon_Rope_Retracted	Y:\Documents\GitHub\Seacret\Seacret_WwiseProject\.cache\Windows\SFX\Character_Harpoon_Rope_Retracted_519FC73C.wem		\Actor-Mixer Hierarchy\Player\Harpoon\Character_Harpoon_Rope_Retracted		219948
	267317497	LDI_Pressure_Plate_Unpressed	Y:\Documents\GitHub\Seacret\Seacret_WwiseProject\.cache\Windows\SFX\LDI_Pressure_Plate_Unpressed_818F3B66.wem		\Actor-Mixer Hierarchy\Game\LDI\Puzzle Mechanics\LDI_Pressure_Plate_Unpressed		155056
	267783551	Menu_Navigation_1	Y:\Documents\GitHub\Seacret\Seacret_WwiseProject\.cache\Windows\SFX\Menu_Navigation_1_DBCEB0EC.wem		\Actor-Mixer Hierarchy\Menu\Menu_Nav\Menu_Navigation_1		641996
	276612715	LDI_Highly_Pressurized_Air	Y:\Documents\GitHub\Seacret\Seacret_WwiseProject\.cache\Windows\SFX\LDI_Highly_Pressurized_Air_4B4A429F.wem		\Actor-Mixer Hierarchy\Game\LDI\Puzzle Mechanics\LDI_Highly_Pressurized_Air		1440096
	278998757	Character_Dash	Y:\Documents\GitHub\Seacret\Seacret_WwiseProject\.cache\Windows\SFX\Character_Dash_DEE07619.wem		\Actor-Mixer Hierarchy\Player\Character_Dash		202312
	284723913	Menu_Navigation_2	Y:\Documents\GitHub\Seacret\Seacret_WwiseProject\.cache\Windows\SFX\Menu_Navigation_2_AA403907.wem		\Actor-Mixer Hierarchy\Menu\Menu_Nav\Menu_Navigation_2		729220
	356821453	LDI_Crate_Landing	Y:\Documents\GitHub\Seacret\Seacret_WwiseProject\.cache\Windows\SFX\Crate_Landing_19C5F256.wem		\Actor-Mixer Hierarchy\Game\LDI\Puzzle Mechanics\LDI_Crate_Landing		262760
	480667015	Onboarding_Music	Y:\Documents\GitHub\Seacret\Seacret_WwiseProject\.cache\Windows\SFX\Onboarding_Music_FFE1D333.wem		\Actor-Mixer Hierarchy\Menu\Onboarding_Music		2256036
	486718626	Character_Harpoon_Hit_Wood_Basic	Y:\Documents\GitHub\Seacret\Seacret_WwiseProject\.cache\Windows\SFX\Character_Harpoon_Hit_Wood_Basic_620E4431.wem		\Actor-Mixer Hierarchy\Player\Harpoon\Character_Harpoon_Hit_Wood_Basic		231736
	491526676	LDI_Crate_Dragging	Y:\Documents\GitHub\Seacret\Seacret_WwiseProject\.cache\Windows\SFX\LDI_Crate_Dragging_D4C07EA9.wem		\Actor-Mixer Hierarchy\Game\LDI\Puzzle Mechanics\LDI_Crate_Dragging		1254956
	578586406	LDI_Gate_Closing_Big	Y:\Documents\GitHub\Seacret\Seacret_WwiseProject\.cache\Windows\SFX\LDI_Gate_Closing_Big_Industrial_D4C07EA9.wem		\Actor-Mixer Hierarchy\Game\LDI\Gate\LDI_Gate_Closing_Big		1537992
	583229775	Character_Harpoon_Hit_Wood_Bounce_1	Y:\Documents\GitHub\Seacret\Seacret_WwiseProject\.cache\Windows\SFX\Character_Harpoon_Hit_Wood_Bounce_1_EE3C9669.wem		\Actor-Mixer Hierarchy\Player\Harpoon\Harpoon_Hit_Wood_Bounce\Character_Harpoon_Hit_Wood_Bounce_1		416892
	644925676	Menu_Pause	Y:\Documents\GitHub\Seacret\Seacret_WwiseProject\.cache\Windows\SFX\Menu_Pause_28095C51.wem		\Actor-Mixer Hierarchy\Menu\Menu_Pause		795148
	672432319	Menu_Navigation	Y:\Documents\GitHub\Seacret\Seacret_WwiseProject\.cache\Windows\SFX\Menu_Navigation_C7CEB259.wem		\Actor-Mixer Hierarchy\Menu\Menu_Nav\Menu_Navigation		820360
	688482165	Character_Harpoon_Hit_Wood_Bounce_2	Y:\Documents\GitHub\Seacret\Seacret_WwiseProject\.cache\Windows\SFX\Character_Harpoon_Hit_Wood_Bounce_2_9C0DE142.wem		\Actor-Mixer Hierarchy\Player\Harpoon\Harpoon_Hit_Wood_Bounce\Character_Harpoon_Hit_Wood_Bounce_2		349620
	716256250	M-8_Robot_Damaged_Bugging	Y:\Documents\GitHub\Seacret\Seacret_WwiseProject\.cache\Windows\SFX\M-8_Robot_Damaged_Bugging_D4C07EA9.wem		\Actor-Mixer Hierarchy\NPC\M8\M-8_Robot_Damaged_Bugging		960096
	726836068	Misc_Elevator_Moving	Y:\Documents\GitHub\Seacret\Seacret_WwiseProject\.cache\Windows\SFX\Misc_Elevator_Going_Down_818F3B66.wem		\Actor-Mixer Hierarchy\Game\Misc\Misc_Elevator_Moving		5520096
	763450215	LDI_Pressure_Plate_Pressed	Y:\Documents\GitHub\Seacret\Seacret_WwiseProject\.cache\Windows\SFX\LDI_Pressure_Plate_Pressed_D4C07EA9.wem		\Actor-Mixer Hierarchy\Game\LDI\Puzzle Mechanics\LDI_Pressure_Plate_Pressed		164400
	778304567	Menu_Back	Y:\Documents\GitHub\Seacret\Seacret_WwiseProject\.cache\Windows\SFX\Menu_Back_D6ADB22C.wem		\Actor-Mixer Hierarchy\Menu\Menu_Back		393516
	795238183	Character_Harpoon_Firing	Y:\Documents\GitHub\Seacret\Seacret_WwiseProject\.cache\Windows\SFX\Character_Harpoon_Firing_D851374C.wem		\Actor-Mixer Hierarchy\Player\Harpoon\Character_Harpoon_Firing		334632
	894602773	Misc_Sonar_ping	Y:\Documents\GitHub\Seacret\Seacret_WwiseProject\.cache\Windows\SFX\Misc_Sonar_ping_D4C07EA9.wem		\Actor-Mixer Hierarchy\Game\Misc\Misc_Sonar_ping	NO EVENT	856076
	969413322	Character_Reach_Button_Press	Y:\Documents\GitHub\Seacret\Seacret_WwiseProject\.cache\Windows\SFX\Character_Reach_Button_Press_FFDEB1F0.wem		\Actor-Mixer Hierarchy\Player\Character_Reach_Button_Press		58812
	999436032	Misc_Heart_Rate_Monitor_Bip	Y:\Documents\GitHub\Seacret\Seacret_WwiseProject\.cache\Windows\SFX\Misc_Heart_Rate_Monitor_Bip_48D1E104.wem		\Actor-Mixer Hierarchy\Game\Misc\Misc_Heart_Rate_Monitor_Bip		276280

